occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability
delivery_worker,1561.97,20,51,0.1777,1267.84,1800.0,0.818,1,moderate
street_vendor,380.39,18,19,0.1215,275.03,485.75,0.063,0,unstable
driver,643.39,20,28,0.0,500.0,810.16,0.74,1,moderate
shopkeeper,1398.74,24,54,0.2027,1245.08,1552.41,0.574,0,stable
street_vendor,324.92,20,14,0.1049,287.25,362.58,0.297,0,unstable
delivery_worker,1316.07,23,36,0.3647,1095.7,1536.43,0.662,1,stable
driver,899.87,22,21,0.1268,694.52,1105.22,0.612,0,moderate
street_vendor,852.34,21,18,0.0837,719.57,900.0,0.251,0,moderate
delivery_worker,780.37,27,36,0.2319,696.31,864.43,0.558,1,stable
delivery_worker,1317.97,27,38,0.0954,1178.01,1457.93,0.915,0,stable
shopkeeper,1651.22,26,42,0.1707,1251.89,2000.0,0.594,1,stable
delivery_worker,1126.41,24,54,0.2154,837.6,1415.22,0.795,1,moderate
delivery_worker,928.81,26,36,0.139,777.45,1080.18,0.594,1,moderate
driver,1499.28,24,39,0.0137,1318.02,1600.0,0.678,1,moderate
street_vendor,685.46,27,17,0.1406,611.47,759.45,0.241,1,moderate
delivery_worker,1412.49,30,34,0.247,1053.08,1771.89,0.724,0,stable
delivery_worker,1561.62,24,35,0.0811,1277.25,1800.0,0.872,1,stable
shopkeeper,1381.77,28,33,0.1845,1020.82,1742.71,0.647,1,stable
driver,798.52,21,31,0.1468,582.1,1014.94,0.79,1,moderate
driver,545.08,19,29,0.1399,500.0,676.45,0.78,0,moderate
delivery_worker,1561.65,24,28,0.1295,1281.29,1800.0,0.716,0,moderate
driver,1194.95,15,28,0.3002,1014.01,1375.9,0.518,1,moderate
shopkeeper,1652.54,22,43,0.2747,1260.6,2000.0,0.555,0,stable
shopkeeper,1180.66,24,44,0.1993,947.82,1413.5,0.592,0,moderate
laborer,675.3,19,9,0.0939,509.22,700.0,0.125,0,unstable
delivery_worker,1238.77,30,25,0.1439,890.59,1586.94,0.861,0,stable
delivery_worker,838.25,24,48,0.2328,671.47,1005.03,0.725,1,moderate
street_vendor,881.62,17,14,0.0349,676.49,900.0,0.102,0,unstable
shopkeeper,1076.98,27,53,0.1549,833.82,1320.15,0.392,1,moderate
laborer,263.47,18,12,0.0709,200.0,339.01,0.195,0,unstable
shopkeeper,1585.9,28,55,0.2121,1407.16,1764.64,0.519,1,stable
driver,632.3,18,41,0.1844,500.0,784.5,0.46,1,moderate
shopkeeper,1394.49,25,43,0.2608,1025.28,1763.69,0.606,1,stable
driver,942.52,20,9,0.0463,700.62,1184.43,0.326,0,unstable
street_vendor,505.35,18,20,0.1064,435.13,575.57,0.196,1,unstable
shopkeeper,1529.52,27,39,0.1587,1288.42,1770.62,0.37,0,stable
street_vendor,564.11,22,16,0.1285,466.54,661.68,0.151,1,moderate
driver,915.58,18,37,0.1011,766.03,1065.12,0.396,1,moderate
shopkeeper,1918.03,26,35,0.2847,1581.51,2000.0,0.314,1,stable
shopkeeper,1097.04,27,42,0.223,952.74,1241.33,0.44,1,moderate
laborer,481.42,18,14,0.0136,403.1,559.73,0.177,1,unstable
delivery_worker,717.14,27,19,0.118,600.0,917.63,0.765,0,moderate
laborer,301.5,18,11,0.1028,244.1,358.89,0.037,0,unstable
driver,1273.01,18,33,0.2198,943.89,1600.0,0.312,1,moderate
driver,866.25,25,33,0.0541,663.65,1068.84,0.757,0,moderate
delivery_worker,1705.75,28,37,0.2688,1201.36,1800.0,0.539,1,stable
delivery_worker,1510.08,26,27,0.2797,1352.44,1667.73,0.775,0,stable
delivery_worker,1010.97,25,32,0.2985,888.04,1133.9,0.729,1,moderate
delivery_worker,1077.7,25,36,0.2365,964.23,1191.18,0.765,0,moderate
street_vendor,508.89,24,13,0.1089,456.18,561.61,0.235,0,moderate
laborer,214.17,22,7,0.0828,200.0,271.07,0.148,1,unstable
street_vendor,228.23,21,12,0.094,200.0,260.24,0.193,1,unstable
laborer,214.59,10,3,0.0173,200.0,262.01,0.176,0,unstable
laborer,628.88,21,7,0.0388,503.74,700.0,0.032,0,unstable
shopkeeper,863.72,23,48,0.309,700.0,1106.1,0.622,0,moderate
driver,1383.38,21,41,0.1485,1125.57,1600.0,0.531,0,moderate
street_vendor,775.1,26,17,0.014,611.64,900.0,0.34,0,moderate
street_vendor,767.81,30,15,0.0879,685.99,849.64,0.109,0,moderate
delivery_worker,938.32,28,37,0.1972,744.86,1131.77,0.605,1,moderate
laborer,458.56,27,8,0.0148,342.67,574.45,0.048,0,unstable
street_vendor,477.82,25,8,0.1464,358.98,596.66,0.101,1,unstable
street_vendor,602.85,18,18,0.1256,491.51,714.19,0.127,0,unstable
delivery_worker,1770.63,26,31,0.1931,1475.56,1800.0,0.773,1,stable
street_vendor,871.46,26,22,0.0187,659.58,900.0,0.308,0,moderate
shopkeeper,1348.75,30,63,0.4,962.59,1734.9,0.477,1,stable
delivery_worker,604.46,17,41,0.2056,600.0,694.11,0.658,1,moderate
street_vendor,293.46,23,19,0.1528,261.3,325.62,0.278,1,moderate
street_vendor,600.28,22,14,0.042,509.8,690.76,0.11,0,unstable
shopkeeper,783.26,25,45,0.2167,700.0,996.68,0.57,1,moderate
driver,797.06,19,44,0.1887,684.39,909.74,0.583,0,moderate
driver,629.22,19,24,0.1736,500.0,791.02,0.647,1,moderate
delivery_worker,1733.98,21,55,0.1722,1511.47,1800.0,0.933,0,stable
shopkeeper,1051.5,26,60,0.0034,777.36,1325.63,0.397,1,moderate
shopkeeper,986.17,23,47,0.2509,831.94,1140.39,0.293,0,moderate
delivery_worker,1384.39,27,49,0.2344,981.19,1787.58,0.541,0,moderate
driver,754.74,21,32,0.2001,651.91,857.57,0.393,0,moderate
street_vendor,896.0,23,15,0.0337,706.83,900.0,0.177,0,moderate
delivery_worker,936.76,26,32,0.1634,660.94,1212.59,0.583,0,moderate
laborer,556.3,22,5,0.017,424.12,688.48,0.192,0,unstable
laborer,428.66,10,4,0.04,313.25,544.07,0.117,1,unstable
shopkeeper,1277.35,23,62,0.3343,950.0,1604.69,0.705,1,stable
street_vendor,589.93,16,20,0.1324,438.04,741.82,0.226,0,unstable
laborer,602.13,19,11,0.0,462.54,700.0,0.165,0,unstable
street_vendor,471.69,19,26,0.1641,415.49,527.88,0.07,0,moderate
laborer,586.02,15,13,0.0633,430.35,700.0,0.107,0,unstable
street_vendor,843.33,17,16,0.0016,607.21,900.0,0.136,1,unstable
street_vendor,802.74,18,13,0.1059,711.25,894.23,0.153,1,moderate
street_vendor,388.98,22,19,0.0,290.3,487.66,0.312,0,unstable
delivery_worker,1215.69,17,48,0.1663,931.04,1500.35,0.833,0,moderate
delivery_worker,1235.57,30,42,0.2955,1026.08,1445.07,0.888,1,stable
laborer,425.77,16,5,0.0829,348.45,503.1,0.135,0,unstable
shopkeeper,1243.57,28,50,0.2246,892.63,1594.51,0.389,0,moderate
driver,811.81,21,21,0.1981,619.12,1004.49,0.317,1,moderate
driver,818.11,21,41,0.2577,603.93,1032.29,0.714,1,moderate
shopkeeper,1058.08,29,21,0.3538,896.19,1219.97,0.47,1,stable
driver,1290.46,20,19,0.1809,1106.25,1474.67,0.486,1,moderate
shopkeeper,1398.32,23,26,0.1015,1201.57,1595.07,0.268,1,moderate
street_vendor,587.92,20,20,0.1175,463.42,712.42,0.334,1,unstable
shopkeeper,1346.94,24,47,0.1851,1154.55,1539.34,0.322,0,stable
street_vendor,573.61,25,12,0.1264,499.75,647.47,0.145,1,unstable
shopkeeper,989.84,22,72,0.1519,853.62,1126.05,0.382,1,moderate
laborer,459.47,20,11,0.1512,357.86,561.08,0.187,0,unstable
shopkeeper,1119.87,24,50,0.0819,954.75,1285.0,0.622,1,moderate
street_vendor,247.46,21,22,0.0387,200.0,308.01,0.317,0,unstable
laborer,462.72,29,9,0.0912,352.45,572.98,0.076,0,unstable
shopkeeper,986.09,26,57,0.112,810.85,1161.32,0.428,1,moderate
laborer,288.04,17,8,0.0,216.42,359.67,0.089,0,unstable
delivery_worker,1069.31,25,31,0.0767,945.27,1193.35,0.694,1,moderate
delivery_worker,1219.86,30,27,0.2115,974.73,1464.98,0.613,1,stable
laborer,678.92,16,5,0.0483,494.98,700.0,0.024,0,unstable
delivery_worker,1227.79,20,44,0.1474,884.34,1571.24,0.856,1,moderate
laborer,399.28,15,6,0.0,345.76,452.8,0.191,1,unstable
shopkeeper,1965.8,28,41,0.3131,1678.54,2000.0,0.322,0,stable
street_vendor,416.2,19,30,0.1675,319.74,512.67,0.076,0,unstable
driver,1485.39,21,33,0.0998,1319.69,1600.0,0.519,1,moderate
shopkeeper,878.06,25,37,0.1574,701.26,1054.86,0.49,0,moderate
shopkeeper,1592.65,27,67,0.1832,1165.38,2000.0,0.27,1,stable
laborer,301.54,17,13,0.102,247.14,355.93,0.126,0,unstable
delivery_worker,1292.46,27,36,0.2292,1074.74,1510.18,0.793,1,stable
driver,930.6,19,15,0.1566,788.76,1072.44,0.772,1,moderate
street_vendor,552.15,30,23,0.0916,432.42,671.88,0.123,0,moderate
laborer,209.52,20,12,0.0269,200.0,261.17,0.186,0,unstable
driver,531.9,21,21,0.1464,500.0,658.47,0.407,1,moderate
laborer,487.15,26,10,0.0628,377.83,596.47,0.022,0,unstable
street_vendor,492.6,28,11,0.1455,387.62,597.58,0.325,1,moderate
shopkeeper,1572.97,25,41,0.1197,1414.3,1731.63,0.543,1,stable
shopkeeper,744.43,24,57,0.297,700.0,866.46,0.612,0,moderate
delivery_worker,973.17,27,34,0.1796,856.45,1089.88,0.504,1,moderate
laborer,361.04,21,12,0.0407,283.16,438.92,0.16,0,unstable
driver,1167.39,26,41,0.1704,904.31,1430.47,0.666,0,moderate
delivery_worker,1646.96,25,39,0.1202,1411.23,1800.0,0.731,0,stable
delivery_worker,1132.54,23,40,0.2596,889.98,1375.1,0.571,0,moderate
street_vendor,615.53,25,11,0.0534,533.76,697.29,0.101,0,moderate
shopkeeper,1492.28,22,38,0.0371,1150.98,1833.58,0.682,0,moderate
shopkeeper,1094.49,24,55,0.0982,795.93,1393.05,0.387,0,moderate
shopkeeper,706.92,23,36,0.2974,700.0,857.47,0.555,0,moderate
delivery_worker,917.52,26,37,0.1781,730.43,1104.6,0.751,0,moderate
laborer,495.96,16,10,0.0594,373.33,618.59,0.069,1,unstable
driver,972.56,19,39,0.0844,767.48,1177.64,0.622,1,moderate
shopkeeper,1681.33,27,74,0.2647,1295.07,2000.0,0.659,0,stable
shopkeeper,1027.84,25,46,0.0516,883.18,1172.5,0.398,1,moderate
street_vendor,315.76,24,22,0.0562,222.44,409.08,0.239,0,unstable
street_vendor,410.81,30,31,0.0768,322.22,499.4,0.136,0,moderate
driver,592.29,21,28,0.1572,526.87,657.71,0.436,0,moderate
delivery_worker,1181.99,24,16,0.2048,991.55,1372.43,0.754,1,stable
shopkeeper,1996.09,28,38,0.3049,1626.59,2000.0,0.477,0,stable
street_vendor,275.22,22,13,0.1144,201.12,349.31,0.094,0,unstable
laborer,688.04,17,9,0.1037,583.89,700.0,0.192,0,unstable
driver,1401.02,16,29,0.1371,1107.61,1600.0,0.588,0,moderate
shopkeeper,1816.87,24,42,0.1778,1552.2,2000.0,0.502,1,stable
shopkeeper,1029.42,28,53,0.2581,822.5,1236.34,0.461,1,moderate
shopkeeper,1181.0,27,58,0.1499,887.93,1474.07,0.419,1,moderate
laborer,365.4,23,6,0.0339,273.69,457.11,0.092,0,unstable
driver,748.47,19,29,0.2829,581.99,914.95,0.557,0,moderate
driver,817.83,21,28,0.1923,721.94,913.72,0.588,0,moderate
street_vendor,427.02,22,14,0.0957,323.15,530.88,0.117,0,unstable
shopkeeper,1926.29,25,25,0.3897,1530.33,2000.0,0.413,1,stable
delivery_worker,1323.37,24,49,0.2323,930.07,1716.67,0.677,0,stable
shopkeeper,1240.52,26,51,0.2252,967.34,1513.71,0.372,0,moderate
shopkeeper,1377.06,26,67,0.1184,1165.39,1588.73,0.491,0,moderate
laborer,402.46,25,10,0.0726,346.24,458.67,0.152,0,moderate
delivery_worker,1026.16,28,17,0.1657,839.98,1212.34,0.561,1,moderate
shopkeeper,919.84,30,51,0.273,804.65,1035.02,0.58,1,stable
shopkeeper,1881.68,24,65,0.1994,1453.43,2000.0,0.385,1,stable
driver,798.0,22,23,0.105,581.68,1014.32,0.416,0,moderate
laborer,481.56,10,4,0.0635,432.85,530.28,0.146,0,unstable
street_vendor,709.93,21,21,0.171,638.93,780.93,0.334,0,moderate
shopkeeper,1479.08,29,50,0.2509,1190.26,1767.9,0.704,0,stable
laborer,232.16,26,13,0.0531,200.0,274.06,0.172,1,unstable
driver,602.33,16,31,0.2133,500.0,733.55,0.492,0,unstable
delivery_worker,1171.13,24,39,0.2339,1025.31,1316.96,0.831,1,moderate
laborer,209.44,29,9,0.1,200.0,234.6,0.146,0,moderate
driver,1041.77,18,6,0.1051,746.98,1336.57,0.4,1,moderate
street_vendor,229.63,20,12,0.0442,200.0,281.69,0.123,1,unstable
delivery_worker,1529.83,28,44,0.0,1337.16,1722.5,0.809,0,moderate
laborer,605.36,14,6,0.032,539.41,671.31,0.076,0,unstable
delivery_worker,1396.45,22,30,0.267,1150.36,1642.53,0.631,0,stable
laborer,211.86,23,9,0.0318,200.0,236.42,0.172,0,unstable
shopkeeper,1494.23,26,33,0.1821,1099.67,1888.79,0.506,1,stable
laborer,469.16,21,11,0.0485,369.22,569.1,0.172,0,unstable
laborer,574.02,11,13,0.0136,500.66,647.37,0.05,0,unstable
shopkeeper,1044.33,24,67,0.1468,866.82,1221.83,0.653,1,moderate
driver,1213.39,22,32,0.1338,916.01,1510.76,0.608,1,moderate
street_vendor,327.63,20,21,0.133,233.13,422.14,0.259,0,unstable
street_vendor,508.84,21,11,0.0547,385.04,632.64,0.24,0,unstable
delivery_worker,972.72,26,59,0.2125,785.77,1159.67,0.526,0,stable
delivery_worker,1502.88,26,49,0.2077,1092.93,1800.0,0.551,1,stable
delivery_worker,1651.71,24,43,0.2107,1419.92,1800.0,0.734,0,stable
street_vendor,493.47,27,18,0.0,424.98,561.97,0.209,0,unstable
street_vendor,753.95,21,20,0.0745,590.89,900.0,0.259,0,unstable
street_vendor,813.42,23,8,0.139,683.6,900.0,0.21,0,unstable
driver,1503.73,28,15,0.2047,1273.37,1600.0,0.489,1,stable
laborer,204.63,15,8,0.0496,200.0,243.94,0.144,0,unstable
driver,1115.88,21,20,0.1642,937.14,1294.63,0.399,0,moderate
laborer,278.69,12,8,0.0618,213.42,343.96,0.104,1,unstable
shopkeeper,1477.64,29,83,0.2273,1251.73,1703.54,0.541,1,stable
driver,1543.99,24,36,0.1161,1149.6,1600.0,0.516,0,moderate
laborer,611.44,14,14,0.0078,527.2,695.69,0.151,1,unstable
delivery_worker,601.09,21,33,0.0856,600.0,747.18,0.714,1,moderate
driver,1567.63,18,20,0.2978,1186.36,1600.0,0.373,1,moderate
delivery_worker,1631.32,22,49,0.1586,1384.58,1800.0,0.798,1,stable
shopkeeper,1588.81,25,70,0.0404,1423.67,1753.94,0.483,0,moderate
shopkeeper,1849.2,26,43,0.195,1587.73,2000.0,0.306,1,stable
street_vendor,629.93,25,22,0.0668,465.6,794.25,0.2,1,unstable
shopkeeper,1153.02,24,43,0.39,996.4,1309.64,0.498,1,stable
laborer,678.01,28,10,0.0801,581.09,700.0,0.088,0,moderate
driver,597.37,22,23,0.1151,500.0,729.87,0.572,0,moderate
laborer,237.94,14,11,0.1213,200.0,294.96,0.115,0,unstable
shopkeeper,1119.04,25,52,0.2561,870.52,1367.56,0.287,1,moderate
laborer,645.41,25,8,0.0,568.68,700.0,0.134,0,unstable
driver,537.17,15,25,0.0747,500.0,654.61,0.474,0,unstable
delivery_worker,1000.96,26,39,0.2356,879.37,1122.55,0.79,0,moderate
driver,617.61,26,35,0.2676,500.0,741.72,0.716,1,moderate
street_vendor,683.49,17,12,0.1228,542.14,824.84,0.199,0,unstable
street_vendor,481.51,25,10,0.0236,423.5,539.52,0.265,0,unstable
street_vendor,235.6,25,9,0.0621,201.62,269.58,0.157,0,unstable
street_vendor,557.15,19,14,0.1542,487.19,627.11,0.129,0,moderate
street_vendor,548.43,21,10,0.1395,455.95,640.91,0.294,0,unstable
delivery_worker,846.44,27,29,0.2373,636.99,1055.89,0.907,1,moderate
street_vendor,887.88,25,18,0.0377,646.33,900.0,0.183,1,moderate
driver,928.62,23,17,0.0763,698.03,1159.22,0.598,0,moderate
shopkeeper,761.86,26,39,0.2445,700.0,896.78,0.393,1,moderate
laborer,668.18,16,8,0.048,598.88,700.0,0.107,0,unstable
delivery_worker,985.99,29,29,0.1914,861.33,1110.66,0.765,1,moderate
street_vendor,401.13,29,13,0.0434,348.03,454.23,0.206,0,unstable
street_vendor,861.46,28,20,0.0,741.62,900.0,0.129,1,unstable
street_vendor,413.81,25,22,0.1152,310.8,516.82,0.187,0,unstable
street_vendor,471.57,29,8,0.0,409.33,533.81,0.202,1,unstable
driver,844.33,22,15,0.2931,621.45,1067.21,0.443,1,moderate
street_vendor,468.17,23,20,0.1342,343.12,593.23,0.178,0,unstable
street_vendor,361.66,22,24,0.0871,271.71,451.6,0.284,1,unstable
street_vendor,700.94,19,15,0.0798,518.69,883.2,0.156,0,unstable
laborer,294.02,19,6,0.0203,214.07,373.97,0.107,0,unstable
street_vendor,350.56,26,13,0.0692,296.44,404.68,0.264,0,unstable
driver,652.1,26,26,0.188,500.0,843.32,0.393,1,moderate
laborer,269.19,27,9,0.0747,201.99,336.39,0.144,1,moderate
delivery_worker,974.13,29,44,0.2396,752.46,1195.81,0.619,0,moderate
street_vendor,754.72,20,16,0.1588,632.94,876.5,0.116,1,unstable
delivery_worker,891.26,24,43,0.0867,625.36,1157.15,0.916,1,moderate
delivery_worker,1765.03,24,43,0.2709,1254.06,1800.0,0.944,1,stable
street_vendor,736.22,26,16,0.0182,612.71,859.73,0.288,0,moderate
shopkeeper,1398.78,29,32,0.1172,980.5,1817.06,0.598,0,stable
shopkeeper,1405.07,22,45,0.2201,1048.63,1761.5,0.376,1,moderate
street_vendor,210.47,30,20,0.0905,200.0,242.66,0.174,0,moderate
driver,1363.37,23,33,0.0933,1172.5,1554.25,0.58,0,moderate
delivery_worker,1486.57,25,43,0.2367,1152.03,1800.0,0.931,0,stable
delivery_worker,1315.24,22,25,0.0891,1062.61,1567.86,0.786,0,moderate
street_vendor,674.96,29,17,0.2099,580.68,769.24,0.281,0,moderate
street_vendor,486.54,17,16,0.1022,350.76,622.33,0.269,0,unstable
driver,1444.89,25,21,0.1341,1013.85,1600.0,0.724,1,moderate
laborer,495.55,15,10,0.0524,396.06,595.03,0.03,0,unstable
laborer,631.51,20,6,0.013,507.56,700.0,0.173,0,unstable
driver,1526.6,20,19,0.1276,1127.85,1600.0,0.755,1,moderate
laborer,343.03,15,7,0.0182,273.27,412.79,0.03,0,unstable
delivery_worker,1464.8,25,56,0.0454,1155.78,1773.81,0.664,0,moderate
street_vendor,238.43,24,18,0.0511,200.0,294.39,0.265,1,unstable
driver,1393.05,19,26,0.1699,1053.45,1600.0,0.659,0,moderate
delivery_worker,1597.11,24,37,0.1934,1424.11,1770.1,0.913,1,stable
shopkeeper,1798.44,23,57,0.1984,1618.51,1978.37,0.298,0,stable
laborer,425.75,18,8,0.0475,303.26,548.23,0.07,0,unstable
laborer,502.47,17,6,0.0528,390.51,614.43,0.1,0,unstable
street_vendor,784.66,21,16,0.1801,565.98,900.0,0.312,0,moderate
laborer,669.29,18,5,0.0158,595.15,700.0,0.08,0,unstable
laborer,455.72,30,10,0.0,370.03,541.41,0.05,0,unstable
driver,1315.99,20,20,0.2008,985.23,1600.0,0.594,0,moderate
driver,1032.69,30,27,0.1085,815.83,1249.55,0.675,1,moderate
driver,573.29,22,19,0.1333,500.0,742.54,0.543,0,moderate
street_vendor,865.43,28,9,0.1092,669.11,900.0,0.311,0,moderate
driver,857.28,21,14,0.1116,721.25,993.31,0.536,0,moderate
street_vendor,287.23,18,15,0.0056,209.24,365.22,0.103,0,unstable
driver,1024.29,18,30,0.1305,744.51,1304.06,0.681,0,moderate
street_vendor,820.25,23,20,0.0631,618.63,900.0,0.052,1,unstable
shopkeeper,831.05,26,41,0.2574,704.69,957.4,0.706,0,moderate
laborer,526.95,13,15,0.0373,403.41,650.49,0.121,1,unstable
delivery_worker,1706.35,26,43,0.0761,1487.67,1800.0,0.844,0,stable
delivery_worker,878.56,24,53,0.1667,790.54,966.58,0.736,1,moderate
laborer,423.81,24,2,0.0615,315.72,531.9,0.066,1,unstable
street_vendor,608.24,25,13,0.136,519.44,697.03,0.201,0,unstable
laborer,668.17,24,4,0.0891,493.46,700.0,0.197,0,unstable
laborer,301.33,26,18,0.0484,244.55,358.11,0.026,0,unstable
delivery_worker,1459.41,30,32,0.2315,1191.83,1726.99,0.6,1,stable
laborer,386.0,17,14,0.1139,282.01,489.99,0.063,1,unstable
street_vendor,880.47,26,13,0.1162,683.67,900.0,0.128,0,moderate
driver,851.58,21,45,0.1667,737.87,965.29,0.347,0,moderate
driver,522.56,19,32,0.1906,500.0,600.88,0.336,0,moderate
delivery_worker,1191.64,29,49,0.1305,870.67,1512.62,0.518,1,moderate
laborer,259.61,30,16,0.1331,200.0,319.28,0.026,0,moderate
driver,1517.09,25,34,0.1571,1244.74,1600.0,0.729,1,stable
shopkeeper,1855.3,28,48,0.2155,1580.63,2000.0,0.648,1,stable
laborer,314.56,30,13,0.0,268.52,360.6,0.185,1,moderate
driver,960.29,20,4,0.1404,798.09,1122.5,0.559,1,moderate
street_vendor,559.2,22,25,0.1506,476.17,642.23,0.254,0,moderate
street_vendor,471.53,27,17,0.1927,388.92,554.14,0.305,0,moderate
driver,687.62,17,37,0.2167,600.12,775.11,0.401,1,moderate
street_vendor,564.89,27,12,0.0211,488.96,640.82,0.098,1,unstable
street_vendor,751.99,24,16,0.0892,651.64,852.33,0.322,0,moderate
driver,1184.77,19,22,0.1563,991.64,1377.9,0.639,0,moderate
street_vendor,875.52,24,16,0.1274,742.37,900.0,0.108,1,moderate
shopkeeper,1366.37,27,49,0.3109,1139.39,1593.35,0.65,0,stable
street_vendor,741.16,21,21,0.0071,617.73,864.59,0.193,0,unstable
laborer,333.35,21,11,0.0292,235.55,431.16,0.197,1,unstable
driver,1268.93,21,26,0.1529,1077.85,1460.01,0.737,1,moderate
shopkeeper,1585.98,30,55,0.2333,1211.66,1960.31,0.662,1,stable
street_vendor,529.76,22,8,0.0221,434.62,624.9,0.344,1,unstable
driver,1514.45,16,38,0.179,1217.55,1600.0,0.48,1,moderate
shopkeeper,1232.37,24,48,0.1389,1016.77,1447.97,0.511,1,moderate
shopkeeper,1111.58,26,55,0.2189,849.87,1373.28,0.687,1,moderate
delivery_worker,654.58,27,30,0.1672,600.0,830.75,0.909,1,moderate
driver,1574.05,22,32,0.2783,1328.11,1600.0,0.539,1,stable
street_vendor,693.92,17,19,0.0485,598.04,789.79,0.174,1,unstable
delivery_worker,1189.62,22,46,0.2965,863.08,1516.16,0.54,0,stable
shopkeeper,916.34,24,31,0.2941,700.0,1152.09,0.313,0,moderate
laborer,271.03,18,9,0.0851,205.72,336.34,0.108,0,unstable
laborer,460.5,28,12,0.0199,369.54,551.45,0.162,0,unstable
driver,610.4,21,26,0.2285,500.0,748.82,0.601,0,moderate
delivery_worker,1038.03,15,42,0.1799,746.45,1329.61,0.58,0,moderate
street_vendor,769.81,24,21,0.1273,573.22,900.0,0.126,0,moderate
driver,1482.79,22,37,0.1951,1276.93,1600.0,0.326,0,moderate
laborer,452.67,30,1,0.0995,348.76,556.57,0.051,0,unstable
laborer,279.43,23,3,0.0069,240.55,318.3,0.163,0,unstable
driver,761.05,23,25,0.1668,641.01,881.09,0.509,0,moderate
street_vendor,331.19,17,22,0.1072,268.38,394.0,0.147,0,unstable
laborer,251.79,22,8,0.1374,200.0,319.15,0.183,0,unstable
driver,815.87,15,25,0.2239,652.57,979.16,0.726,0,moderate
laborer,333.33,23,16,0.0114,252.26,414.4,0.106,0,unstable
street_vendor,710.23,23,24,0.0447,503.91,900.0,0.056,0,unstable
laborer,452.53,13,8,0.0078,359.74,545.32,0.096,0,unstable
laborer,599.25,25,10,0.0371,476.52,700.0,0.149,0,unstable
street_vendor,406.25,25,6,0.0702,361.56,450.94,0.125,0,unstable
driver,1346.43,17,38,0.1127,1145.87,1547.0,0.606,1,moderate
street_vendor,570.04,22,13,0.1368,445.76,694.32,0.289,0,unstable
street_vendor,517.1,19,22,0.0876,412.35,621.85,0.148,0,unstable
shopkeeper,1541.03,23,59,0.3952,1234.64,1847.43,0.62,0,stable
driver,1087.61,21,38,0.2518,831.17,1344.05,0.591,1,moderate
delivery_worker,1670.53,23,48,0.2359,1493.2,1800.0,0.929,1,stable
driver,1156.54,20,27,0.0868,941.93,1371.16,0.352,0,moderate
delivery_worker,1485.54,30,38,0.2388,1109.02,1800.0,0.929,0,stable
delivery_worker,955.8,18,26,0.3065,829.77,1081.83,0.837,0,moderate
laborer,252.41,28,9,0.0403,200.0,320.98,0.028,0,unstable
laborer,625.15,20,12,0.0913,508.36,700.0,0.073,0,unstable
